com.model.d3.D3Graph@fcc5b1Atype	Agroup	Aid	Aname	Btype	Bgroup	Bid	Bname
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0008102	lymph node hyperplasia
mp	MP:0005387	MP:0001828	abnormal T cell activation	mp	MP:0005387	MP:0005094	abnormal T cell proliferation
mp	MP:0005387	MP:0002446	abnormal macrophage morphology	mp	MP:0005387	MP:0008245	abnormal alveolar macrophage morphology
mp	MP:0005387	MP:0002446	abnormal macrophage morphology	mp	MP:0005387	MP:0008244	abnormal peritoneal macrophage morphology
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-D1	null
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	IL6	null
gene	IMMUNE DISEASES	IFNA2	null	ppi	ppi	15965	15965
mp	MP:0005387	MP:0008171	abnormal mature B cell morphology	mp	MP:0005387	MP:0008166	abnormal B-2 B cell morphology
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis
gene	IMMUNE DISEASES	H2-M10.2	null	ppi	ppi	333715	333715
gene	IMMUNE DISEASES	IL4RA	null	mp	MP:0005387	MP:0002405	respiratory system inflammation
mp	MP:0005387	MP:0012442	abnormal basophil cell number	mp	MP:0005387	MP:0002607	decreased basophil cell number
mp	MP:0005387	MP:0002451	abnormal macrophage physiology	mp	MP:0005387	MP:0001798	impaired macrophage phagocytosis
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0001863	vascular inflammation
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0001864	vasculitis
mp	MP:0005387	MP:0012442	abnormal basophil cell number	mp	MP:0005387	MP:0002606	increased basophil cell number
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0004762	increased anti-double stranded DNA antibody level
mp	MP:0005387	MP:0010218	abnormal T-helper 17 cell number	mp	MP:0005387	MP:0010220	decreased T-helper 17 cell number
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0008111	abnormal granulocyte differentiation
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0002432	abnormal CD4-positive, alpha beta T cell morphology
mp	MP:0005387	MP:0008607	abnormal circulating interleukin-13 level	mp	MP:0005387	MP:0008608	increased circulating interleukin-13 level
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-BL	null
mp	MP:0005387	MP:0008607	abnormal circulating interleukin-13 level	mp	MP:0005387	MP:0008609	decreased circulating interleukin-13 level
gene	IMMUNE DISEASES	CTSG	null	mp	MP:0005387	MP:0001601	abnormal myelopoiesis
mp	MP:0005387	MP:0010218	abnormal T-helper 17 cell number	mp	MP:0005387	MP:0010219	increased T-helper 17 cell number
gene	IMMUNE DISEASES	TBX21	null	mp	MP:0005387	MP:0003080	increased natural killer cell mediated cytotoxicity
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0008078	increased CD8-positive, alpha-beta T cell number
mp	MP:0005387	MP:0005004	abnormal lymphocyte anergy	mp	MP:0005387	MP:0008747	abnormal T cell anergy
mp	MP:0005387	MP:0005004	abnormal lymphocyte anergy	mp	MP:0005387	MP:0008744	abnormal B cell anergy
mp	MP:0005387	MP:0008079	decreased CD8-positive, alpha-beta T cell number	mp	MP:0005387	MP:0010673	decreased Tc17 cell number
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0008554	decreased circulating tumor necrosis factor level
gene	IMMUNE DISEASES	TNF	null	mp	MP:0005387	MP:0010222	abnormal T-helper 17 cell physiology
mp	MP:0005387	MP:0005012	decreased eosinophil cell number	mp	MP:0005387	MP:0011694	absent eosinophils
mp	MP:0005387	MP:0009323	abnormal spleen development	mp	MP:0005387	MP:0011263	abnormal spleen mesenchyme morphology
mp	MP:0005387	MP:0005387	immune system phenotype	mp	MP:0005387	MP:0000685	abnormal immune system morphology
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0002499	chronic inflammation
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0000689	abnormal spleen morphology
ppi	ppi	16153	16153	ppi	ppi	21898	21898
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0009332	abnormal splenocyte morphology
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0002497	increased IgE level
gene	IMMUNE DISEASES	CSF2	null	mp	MP:0005387	MP:0008245	abnormal alveolar macrophage morphology
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	TGFB2	null
mp	MP:0005387	MP:0008211	decreased mature B cell number	mp	MP:0005387	MP:0008098	decreased plasma cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	TGFB1	null
mp	MP:0005387	MP:0010849	abnormal effector memory CD8-positive, alpha-beta T cell number	mp	MP:0005387	MP:0010850	increased effector memory CD8-positive, alpha-beta T cell number
mp	MP:0005387	MP:0010849	abnormal effector memory CD8-positive, alpha-beta T cell number	mp	MP:0005387	MP:0010851	decreased effector memory CD8-positive, alpha-beta T cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	TGFB3	null
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0001790	abnormal immune system physiology
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0001802	arrested B cell differentiation
mp	MP:0005387	MP:0002933	joint inflammation	mp	MP:0005387	MP:0002934	acute joint inflammation
mp	MP:0005387	MP:0008073	abnormal CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0008089	abnormal T-helper 2 cell number
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	CD40	null
mp	MP:0005387	MP:0002933	joint inflammation	mp	MP:0005387	MP:0002935	chronic joint inflammation
gene	IMMUNE DISEASES	CD40LG	null	ppi	ppi	21947	21947
mp	MP:0005387	MP:0008073	abnormal CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0008085	abnormal T-helper 1 cell number
mp	MP:0005387	MP:0001835	abnormal antigen presentation	mp	MP:0005387	MP:0002453	abnormal B lymphocyte antigen presentation
mp	MP:0005387	MP:0001835	abnormal antigen presentation	mp	MP:0005387	MP:0002454	abnormal macrophage antigen presentation
mp	MP:0005387	MP:0001835	abnormal antigen presentation	mp	MP:0005387	MP:0002455	abnormal dendritic cell antigen presentation
gene	IMMUNE DISEASES	IL1B	null	ppi	ppi	16176	16176
gene	IMMUNE DISEASES	FAS	null	ppi	ppi	14102	14102
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0009323	abnormal spleen development
mp	MP:0005387	MP:0001835	abnormal antigen presentation	mp	MP:0005387	MP:0001836	abnormal antigen presentation via MHC class I
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0005350	increased susceptibility to autoimmune disorder
gene	IMMUNE DISEASES	TNFRSF13B	null	mp	MP:0005387	MP:0002389	abnormal Peyer's patch follicle morphology
mp	MP:0005387	MP:0002439	abnormal plasma cell morphology	mp	MP:0005387	MP:0010084	abnormal long lived plasma cell morphology
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0000694	spleen hypoplasia
mp	MP:0005387	MP:0008351	decreased gamma-delta intraepithelial T cell number	mp	MP:0005387	MP:0008363	decreased CD8-positive, gamma-delta intraepithelial T cell number
mp	MP:0005387	MP:0003304	large intestinal inflammation	mp	MP:0005387	MP:0003305	proctitis
mp	MP:0005387	MP:0002439	abnormal plasma cell morphology	mp	MP:0005387	MP:0010085	abnormal short lived plasma cell morphology
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0000691	enlarged spleen
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0000692	small spleen
gene	IMMUNE DISEASES	HIST1H4M	null	ppi	ppi	100041230	100041230
mp	MP:0005387	MP:0011762	renal/urinary system inflammation	mp	MP:0005387	MP:0011763	urethritis
mp	MP:0005387	MP:0011762	renal/urinary system inflammation	mp	MP:0005387	MP:0011764	ureteritis
mp	MP:0005387	MP:0002221	abnormal lymph organ size	mp	MP:0005387	MP:0002220	large lymphoid organs
mp	MP:0005387	MP:0011074	abnormal macrophage nitric oxide production	mp	MP:0005387	MP:0011076	increased macrophage nitric oxide production
mp	MP:0005387	MP:0011074	abnormal macrophage nitric oxide production	mp	MP:0005387	MP:0011077	decreased macrophage nitric oxide production
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008499	increased IgG1 level
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	BTK	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	MMP1A	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	MMP1B	null
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GM14483	null
gene	IMMUNE DISEASES	NOD2	null	ppi	ppi	257632	257632
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GM14482	null
mp	MP:0005387	MP:0002144	abnormal B cell differentiation	mp	MP:0005387	MP:0001802	arrested B cell differentiation
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GM14484	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0001805	decreased IgG level
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	VEGFA	null
gene	IMMUNE DISEASES	H2AFB2	null	ppi	ppi	624153	624153
mp	MP:0005387	MP:0001879	abnormal lymphatic vessel morphology	mp	MP:0005387	MP:0010195	abnormal lymphatic vessel endothelium morphology
mp	MP:0005387	MP:0001879	abnormal lymphatic vessel morphology	mp	MP:0005387	MP:0010194	absent lymphatic vessels
mp	MP:0005387	MP:0001879	abnormal lymphatic vessel morphology	mp	MP:0005387	MP:0010196	abnormal lymphatic vessel smooth muscle morphology
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008074	increased CD4-positive, alpha beta T cell number
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0001194	dermatitis
mp	MP:0005387	MP:0001851	eye inflammation	mp	MP:0005387	MP:0003665	endophthalmitis
mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	mp	MP:0005387	MP:0005466	abnormal T-helper 2 physiology
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0001825	arrested T cell differentiation
mp	MP:0005387	MP:0008208	decreased pro-B cell number	mp	MP:0005387	MP:0008187	absent pro-B cells
mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	mp	MP:0005387	MP:0005465	abnormal T-helper 1 physiology
mp	MP:0005387	MP:0001846	increased inflammatory response	mp	MP:0005387	MP:0006082	CNS inflammation
mp	MP:0005387	MP:0010200	enlarged lymphatic vessel	mp	MP:0005387	MP:0004038	lymphangiectasis
mp	MP:0005387	MP:0008781	abnormal B cell apoptosis	mp	MP:0005387	MP:0010669	abnormal activation-induced B cell apoptosis
gene	IMMUNE DISEASES	ATP6V1E1	null	ppi	ppi	11973	11973
mp	MP:0005387	MP:0008613	abnormal circulating interleukin-17 level	mp	MP:0005387	MP:0008614	increased circulating interleukin-17 level
gene	IMMUNE DISEASES	IL4	null	mp	MP:0005387	MP:0004031	insulitis
gene	IMMUNE DISEASES	HIST1H2AK	null	ppi	ppi	319169	319169
gene	IMMUNE DISEASES	CD4	null	ppi	ppi	12504	12504
mp	MP:0005387	MP:0020201	abnormal granulocyte number	mp	MP:0005387	MP:0002602	abnormal eosinophil cell number
mp	MP:0005387	MP:0008613	abnormal circulating interleukin-17 level	mp	MP:0005387	MP:0008615	decreased circulating interleukin-17 level
mp	MP:0005387	MP:0001839	abnormal level of surface class I molecules	mp	MP:0005387	MP:0001841	decreased level of surface class I molecules
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0002533	abnormal type III hypersensitivity reaction
mp	MP:0005387	MP:0001839	abnormal level of surface class I molecules	mp	MP:0005387	MP:0001840	increased level of surface class I molecules
ppi	ppi	18018	18018	ppi	ppi	20371	20371
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GM4906	null
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0011746	spleen fibrosis
gene	IMMUNE DISEASES	TLR4	null	mp	MP:0005387	MP:0002498	abnormal acute inflammation
mp	MP:0005387	MP:0008590	abnormal circulating interleukin-10 level	mp	MP:0005387	MP:0008594	decreased circulating interleukin-10 level
mp	MP:0005387	MP:0011821	abnormal CD8-positive, alpha-beta memory T cell proliferation	mp	MP:0005387	MP:0011823	decreased CD8-positive, alpha-beta memory T cell proliferation
mp	MP:0005387	MP:0011821	abnormal CD8-positive, alpha-beta memory T cell proliferation	mp	MP:0005387	MP:0011822	increased CD8-positive, alpha-beta memory T cell proliferation
mp	MP:0005387	MP:0008590	abnormal circulating interleukin-10 level	mp	MP:0005387	MP:0008593	increased circulating interleukin-10 level
mp	MP:0005387	MP:0002723	abnormal immune serum protein physiology	mp	MP:0005387	MP:0008713	abnormal cytokine level
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008477	decreased spleen red pulp amount
pathway	HUMAN DISEASES	mmu05310	ASTHMA	gene	IMMUNE DISEASES	H2-EA-PS	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	FAS	null
mp	MP:0005387	MP:0012765	decreased alpha-beta T cell number	mp	MP:0005387	MP:0013276	absent alpha-beta T cells
ppi	ppi	15270	15270	ppi	ppi	20371	20371
mp	MP:0005387	MP:0010215	abnormal circulating complement protein level	mp	MP:0005387	MP:0020216	decreased circulating complement protein level
mp	MP:0005387	MP:0010215	abnormal circulating complement protein level	mp	MP:0005387	MP:0020217	increased circulating complement protein level
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V0A4	null
ppi	ppi	16151	16151	ppi	ppi	21926	21926
mp	MP:0005387	MP:0000703	abnormal thymus morphology	mp	MP:0005387	MP:0000705	athymia
gene	IMMUNE DISEASES	H2-T24	null	ppi	ppi	15042	15042
ppi	ppi	16190	16190	ppi	ppi	20852	20852
gene	IMMUNE DISEASES	H2-T3	null	ppi	ppi	15043	15043
gene	IMMUNE DISEASES	TNFRSF13B	null	mp	MP:0005387	MP:0002358	abnormal spleen periarteriolar lymphoid sheath morphology
ppi	ppi	20848	20848	ppi	ppi	20371	20371
mp	MP:0005387	MP:0000703	abnormal thymus morphology	mp	MP:0005387	MP:0000704	abnormal thymus development
gene	IMMUNE DISEASES	H2AFY	null	ppi	ppi	26914	26914
mp	MP:0005387	MP:0000217	abnormal leukocyte cell number	mp	MP:0005387	MP:0020201	abnormal granulocyte number
mp	MP:0005387	MP:0010760	abnormal macrophage chemotaxis	mp	MP:0005387	MP:0010761	abnormal microglial cell chemotaxis
mp	MP:0005387	MP:0008781	abnormal B cell apoptosis	mp	MP:0005387	MP:0008783	decreased B cell apoptosis
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN	null
gene	IMMUNE DISEASES	CCL11	null	ppi	ppi	20292	20292
ppi	ppi	19374	19374	ppi	ppi	18646	18646
mp	MP:0005387	MP:0005019	abnormal early pro-B cell	mp	MP:0005387	MP:0005433	absent early pro-B cells
mp	MP:0005387	MP:0008781	abnormal B cell apoptosis	mp	MP:0005387	MP:0008782	increased B cell apoptosis
ppi	ppi	109711	109711	ppi	ppi	11964	11964
gene	null	gene	gene	ppi	null	ppi	ppi
gene	IMMUNE DISEASES	H2-M11	null	ppi	ppi	224754	224754
gene	IMMUNE DISEASES	FCER1A	null	ppi	ppi	14125	14125
mp	MP:0005387	MP:0002490	abnormal immunoglobulin level	mp	MP:0005387	MP:0020180	abnormal IgM level
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-M2	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-M1	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-M3	null
mp	MP:0005387	MP:0002493	increased IgG level	mp	MP:0005387	MP:0008499	increased IgG1 level
gene	IMMUNE DISEASES	RAG2	null	mp	MP:0005387	MP:0002459	abnormal B cell physiology
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0008826	abnormal splenic cell ratio
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-M9	null
mp	MP:0005387	MP:0002461	increased immunoglobulin level	mp	MP:0005387	MP:0002493	increased IgG level
gene	IMMUNE DISEASES	HIST1H4C	null	ppi	ppi	319155	319155
mp	MP:0005387	MP:0002461	increased immunoglobulin level	mp	MP:0005387	MP:0002495	increased IgA level
mp	MP:0005387	MP:0002461	increased immunoglobulin level	mp	MP:0005387	MP:0002494	increased IgM level
ppi	ppi	16151	16151	ppi	ppi	21939	21939
mp	MP:0005387	MP:0000703	abnormal thymus morphology	mp	MP:0005387	MP:0000715	decreased thymocyte number
mp	MP:0005387	MP:0010197	abnormal lymphatic vessel endothelial cell morphology	mp	MP:0005387	MP:0010198	decreased lymphatic vessel endothelial cell number
mp	MP:0005387	MP:0002461	increased immunoglobulin level	mp	MP:0005387	MP:0002497	increased IgE level
gene	IMMUNE DISEASES	TBX21	null	mp	MP:0005387	MP:0005027	increased susceptibility to parasitic infection
mp	MP:0005387	MP:0000703	abnormal thymus morphology	mp	MP:0005387	MP:0000714	increased thymocyte number
mp	MP:0005387	MP:0002461	increased immunoglobulin level	mp	MP:0005387	MP:0002496	increased IgD level
gene	IMMUNE DISEASES	TNFRSF13B	null	mp	MP:0005387	MP:0002345	abnormal lymph node primary follicle morphology
gene	IMMUNE DISEASES	JAK3	null	ppi	ppi	16453	16453
mp	MP:0005387	MP:0000696	abnormal Peyer's patch morphology	mp	MP:0005387	MP:0002388	abnormal Peyer's patch epithelium morphology
mp	MP:0005387	MP:0000696	abnormal Peyer's patch morphology	mp	MP:0005387	MP:0002389	abnormal Peyer's patch follicle morphology
mp	MP:0005387	MP:0013590	enlarged thymus medulla	mp	MP:0005387	MP:0013591	thymus medulla hyperplasia
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V0A2	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V0A1	null
mp	MP:0005387	MP:0003304	large intestinal inflammation	mp	MP:0005387	MP:0009481	cecum inflammation
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0002144	abnormal B cell differentiation
mp	MP:0005387	MP:0000336	decreased mast cell number	mp	MP:0005387	MP:0011696	absent mast cells
mp	MP:0005387	MP:0008351	decreased gamma-delta intraepithelial T cell number	mp	MP:0005387	MP:0008352	absent gamma-delta intraepithelial T cell
gene	IMMUNE DISEASES	STAT4	null	mp	MP:0005387	MP:0008600	decreased circulating interleukin-2 level
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0002145	abnormal T cell differentiation
mp	MP:0005387	MP:0008351	decreased gamma-delta intraepithelial T cell number	mp	MP:0005387	MP:0008359	decreased CD4-positive, gamma-delta intraepithelial T cell number
gene	IMMUNE DISEASES	H2-M10.3	null	ppi	ppi	110696	110696
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	CD28	null
gene	IMMUNE DISEASES	H2-Q7	null	ppi	ppi	15018	15018
mp	MP:0005387	MP:0002471	abnormal complement pathway	mp	MP:0005387	MP:0012554	increased serum complement activity
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	CTSG	null
mp	MP:0005387	MP:0002471	abnormal complement pathway	mp	MP:0005387	MP:0012553	decreased serum complement activity
gene	IMMUNE DISEASES	SMAD3	null	mp	MP:0005387	MP:0002442	abnormal leukocyte physiology
gene	IMMUNE DISEASES	IL18	null	ppi	ppi	16173	16173
gene	IMMUNE DISEASES	TNFRSF13B	null	ppi	ppi	57916	57916
gene	IMMUNE DISEASES	IL4RA	null	mp	MP:0005387	MP:0002493	increased IgG level
gene	IMMUNE DISEASES	ATP6V0E2	null	ppi	ppi	76252	76252
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	SSB	null
mp	MP:0005387	MP:0002371	abnormal thymus cortex morphology	mp	MP:0005387	MP:0013592	small thymus cortex
gene	IMMUNE DISEASES	H2-T22	null	ppi	ppi	15039	15039
mp	MP:0005387	MP:0002371	abnormal thymus cortex morphology	mp	MP:0005387	MP:0013593	enlarged thymus cortex
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-K1	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008211	decreased mature B cell number
mp	MP:0005387	MP:0012769	abnormal CD4-positive, alpha-beta memory T cell number	mp	MP:0005387	MP:0012770	abnormal effector memory CD4-positive, alpha-beta T cell number
gene	IMMUNE DISEASES	RAG2	null	mp	MP:0005387	MP:0002435	abnormal effector T cell morphology
mp	MP:0005387	MP:0012769	abnormal CD4-positive, alpha-beta memory T cell number	mp	MP:0005387	MP:0012771	abnormal central memory CD4-positive, alpha-beta T cell number
gene	IMMUNE DISEASES	IL4RA	null	mp	MP:0005387	MP:0002497	increased IgE level
gene	IMMUNE DISEASES	TLR4	null	mp	MP:0005387	MP:0008597	decreased circulating interleukin-6 level
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008215	decreased immature B cell number
mp	MP:0005387	MP:0000716	abnormal immune system cell morphology	mp	MP:0005387	MP:0008195	abnormal professional antigen presenting cell morphology
mp	MP:0005387	MP:0002490	abnormal immunoglobulin level	mp	MP:0005387	MP:0020172	abnormal IgD level
mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	mp	MP:0005387	MP:0010222	abnormal T-helper 17 cell physiology
mp	MP:0005387	MP:0002490	abnormal immunoglobulin level	mp	MP:0005387	MP:0020171	abnormal IgA level
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0002221	abnormal lymph organ size
gene	IMMUNE DISEASES	H2-BL	null	ppi	ppi	14963	14963
